,Artist,Scrape_Date,Search_Name,Joined,Subscribers,Total_Views,Published,Title,Category,Duration,Views,Likes,Dislikes,Paid,Family_Friendly,URL
19,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-08-17 00:00:00.000000,MEMES IN ASMR xD,People & Blogs,11.416666666666666,573277,10072,911,False,True,https://www.youtube.com/watch?v=Uqp04zjFmt8
20,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-08-13 00:00:00.000000,"3DIO ASMR TINGLES GALORE ❤ Trigger Words, Blowing, Tapping etc ❤",People & Blogs,17.4,797370,9316,443,False,True,https://www.youtube.com/watch?v=KVzn4F0kQn0
21,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-08-08 00:00:00.000000,POKI TEACHES LILYPICHU ASMR ❤,People & Blogs,24.716666666666665,694334,12483,942,False,True,https://www.youtube.com/watch?v=f4t9FSy9dhg
22,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-07-18 00:00:00.000000,What is ASMR? My story + Trigger Test! ❤ :),People & Blogs,28.2,621700,8239,293,False,True,https://www.youtube.com/watch?v=gvIFpUYhbB4
23,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-07-02 00:00:00.000000,ASMR ❤ Gamer Rants about Technical Problems -__-,People & Blogs,20.283333333333335,458506,7603,295,False,True,https://www.youtube.com/watch?v=a99Zc9weMVA
24,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-06-24 00:00:00.000000,MY FIRST TIME WITH A 3DIO ASMR!!,People & Blogs,32.71666666666667,2148398,19255,982,False,True,https://www.youtube.com/watch?v=oMfDroWv8EU
25,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-06-19 00:00:00.000000,ASMR ❤ Whispered Talking ❤ Relaxing words of affirmation & encouragement!,People & Blogs,23.75,589494,8675,287,False,True,https://www.youtube.com/watch?v=jhufmarl_68
26,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-06-12 00:00:00.000000,ASMR MUKBANG ❤ Sushi & Sashimi ~ 먹방 ~ Mouth sounds & chewing & talking ❤,People & Blogs,23.083333333333332,1956746,20588,1284,False,True,https://www.youtube.com/watch?v=wMaXQzHZUZU
27,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-06-04 00:00:00.000000,ASMR ❤ TAPPING & TALKING ONLY ~ Tap To Tingles :),People & Blogs,26.633333333333333,932490,11255,458,False,True,https://www.youtube.com/watch?v=ijGLb6fu_R0
28,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-05-29 00:00:00.000000,"UP CLOSE & PERSONAL ASMR ❤ ft mic brushing, scratching, tapping & more  :)",People & Blogs,27.916666666666668,1339588,13456,562,False,True,https://www.youtube.com/watch?v=ZktqGLkLzew
