,Artist,Joined,Subscribers,Total Views,Date,Title,Category,Views,Likes,Dislikes,URL
0,WhispersRed ASMR,2013-04-12,644975,165806133,2016-10-23,Everything But The Girl - Missing (Mars Phobos Remix),Music,174,2,0,https://www.youtube.com/watch?v=Qu0zMoJt8Q4
1,WhispersRed ASMR,2013-04-12,644975,165806133,2015-09-28,Justin Bieber - What Do You Mean? (Mars Phobos Remix),Music,159,1,1,https://www.youtube.com/watch?v=rzHSG9cwHjg
2,WhispersRed ASMR,2013-04-12,644975,165806133,2014-12-26,"Ariana Grande, The Weeknd - Love Me Harder (Mars Phobos Remix)",Music,216,3,0,https://www.youtube.com/watch?v=VVwQgfU9XDQ
3,WhispersRed ASMR,2013-04-12,644975,165806133,2013-09-10,Tiësto ft. Kyler England - Take Me (Charon Noire Remix),Music,459,10,0,https://www.youtube.com/watch?v=WHUQbPYcB5k
4,WhispersRed ASMR,2013-04-12,644975,165806133,2013-04-18,Daft Punk - Get Lucky (Mastered) Official Feat. Pharrell Williams,Music,47747,460,37,https://www.youtube.com/watch?v=HIpfdSrGF5k
5,WhispersRed ASMR,2013-04-12,644975,165806133,2013-03-17,deadmau5 and Imogen Heap - Telemiscommunications (Mars Phobos Remix),Music,2194,44,2,https://www.youtube.com/watch?v=TlJbVua3NdY
