,Artist,Joined,Subscribers,Total Views,Date,Title,Category,Views,Likes,Dislikes,URL
525,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-04-02,The Bracket of Bullshit: The Phony Four | The Daily Show,Comedy,118349,1522,51,https://www.youtube.com/watch?v=SR_B_aUoMXQ
526,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-04-02,Trevor Doesn't Do Diapers - Between the Scenes | The Daily Show,Comedy,715393,16402,105,https://www.youtube.com/watch?v=eQYHLQiI4T4
527,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-04-02,Heineken’s “Sometimes Lighter is Better” Backlash | The Daily Show,Comedy,756713,13580,696,https://www.youtube.com/watch?v=8_VFKMNF9aY
529,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-04-01,Shafted: Sarah Howe's Pioneering Ponzi Scheme | The Daily Show,Comedy,116206,2467,135,https://www.youtube.com/watch?v=I9nOvD7j344
528,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-04-01,Dee Rees - Examining Empathy and Trauma in “Mudbound” | The Daily Show,Comedy,126641,2125,72,https://www.youtube.com/watch?v=JtfXVXfL8h8
530,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-31,Let It Huckabee | The Daily Show,Comedy,458983,8876,338,https://www.youtube.com/watch?v=sOk9dbvz8zU
531,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-31,Kareem Abdul-Jabbar - “Becoming Kareem” On and Off the Court | The Daily Show,Comedy,498979,8905,161,https://www.youtube.com/watch?v=K66m2dCnNLo
532,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-29,"Hasan Minhaj Breaks Down ""Punish a Muslim Day"" | The Daily Show",Comedy,1188203,26942,786,https://www.youtube.com/watch?v=ygxKarwg42o
533,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-29,Montana Gun Owners Rally Against the March For Our Lives | The Daily Show,Comedy,696336,17092,492,https://www.youtube.com/watch?v=m2v9z2S5XzQ
534,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-28,Who Bit Beyoncé? - Between the Scenes | The Daily Show,Comedy,946889,16481,208,https://www.youtube.com/watch?v=XCwTtAWPsVA
535,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-28,"Chloe x Halle - ""The Kids Are Alright"" and ""Warrior"" | The Daily Show",Comedy,151140,5813,77,https://www.youtube.com/watch?v=7lmzOLsrR_A
536,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-28,An Alabama Sheriff Legally Siphons Cash From Inmates | The Daily Show,Comedy,766587,10981,208,https://www.youtube.com/watch?v=vgb3S9Brej0
537,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-27,Third Month Mania - The President Weighs in on The Bracket of Bullshit | The Daily Show,Comedy,317318,5420,189,https://www.youtube.com/watch?v=a7iRKgPBMzU
538,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-27,Profiles in Tremendousness: John Bolton | The Daily Show,Comedy,1040721,12186,280,https://www.youtube.com/watch?v=Z7GCTHP-YP4
539,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-27,Donald Trump Needs a Proper Spanking - Between the Scenes | The Daily Show,Comedy,415983,10274,98,https://www.youtube.com/watch?v=x-Wyv7x3wSc
540,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-27,Desi Lydic Heads to the March For Our Lives | The Daily Show,Comedy,214662,4389,293,https://www.youtube.com/watch?v=aaF92Yly314
541,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-26,2 Girls 1 Coop | The Daily Show,Comedy,147880,3872,57,https://www.youtube.com/watch?v=3lraeq65YUw
542,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-26,2 Girls 1 Coop | The Daily Show,Comedy,147880,3872,57,https://www.youtube.com/watch?v=3lraeq65YUw
543,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-26,"So Much News, So Little Time: Trump Edition | The Daily Show",Comedy,1543545,21536,926,https://www.youtube.com/watch?v=KLjlTW9re-o
544,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-26,"Mitch Landrieu - Confronting Confederate Myths with ""In the Shadow of Statues"" | The Daily Show",Comedy,358009,7734,138,https://www.youtube.com/watch?v=xMtW9AfPiyo
545,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-25,Matt Damon & Gary White - Transforming Lives with Water.org and WaterEquity | The Daily Show,Comedy,362530,8082,128,https://www.youtube.com/watch?v=Sqeh-ycjiFU
546,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-24,"Shafted: Willie Mae Thornton's ""Hound Dog"" | The Daily Show",Comedy,124861,2933,186,https://www.youtube.com/watch?v=AG6_u5RJjTY
547,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-23,Facebook Fallout: Mark Zuckerberg Rolls Out an Apology | The Daily Show,Comedy,969808,15675,403,https://www.youtube.com/watch?v=FgJU2mppHGU
549,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-22,"Parkland Students Discuss Gun Reform, March For Our Lives | The Daily Show",Comedy,621485,13552,500,https://www.youtube.com/watch?v=WlHpv2YySAc
548,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-22,Collecting Water in South Africa - Between the Scenes | The Daily Show,Comedy,587121,10139,106,https://www.youtube.com/watch?v=MeMFtZojbZo
550,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-21,Electronic Brainwashing: Cambridge Analytica's Sinister Facebook Strategy | The Daily Show,Comedy,1499526,23433,659,https://www.youtube.com/watch?v=t7epj5tK54M
551,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-20,Cars Don't Drive Themselves - Between the Scenes | The Daily Show,Comedy,676732,14588,195,https://www.youtube.com/watch?v=3yT6juxc5xg
552,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-20,Trump Takes on the Opioid Crisis | The Daily Show,Comedy,1238078,24414,625,https://www.youtube.com/watch?v=oWCrc3MwXPI
553,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-20,Third Month Mania - The Bullshit that Moved On to Round Two | The Daily Show,Comedy,175129,3200,83,https://www.youtube.com/watch?v=g6U0L5ajsvI
554,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-19,"Trump Sacks Andrew McCabe, Takes Aim at Robert Mueller | The Daily Show",Comedy,1159310,16779,485,https://www.youtube.com/watch?v=IDFq6rVmkao
555,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-19,Tucker Carlson's Bad Take on Teen Activists & Trump's White House Purge | The Daily Show,Comedy,645053,13214,733,https://www.youtube.com/watch?v=quas9q0sK5Q
556,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-19,"Christiane Amanpour - An In-Depth Look at Passion and Intimacy on ""Sex & Love Around the World""",Comedy,289655,4198,126,https://www.youtube.com/watch?v=NknJursyfOg
557,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-18,Back in Black - Trump's Golfing Milestone | The Daily Show,Comedy,430633,9278,160,https://www.youtube.com/watch?v=DnYP_6uWI5k
558,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-17,Shafted: Marion Donovan's Trailblazing Diapers | The Daily Show,Comedy,141746,3319,198,https://www.youtube.com/watch?v=Z-fUg-jhzjM
559,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-16,"Junot Diaz - Learning to Inhabit Multiple Worlds in ""Islandborn"" | The Daily Show",Comedy,256035,4084,108,https://www.youtube.com/watch?v=J02uNyjJONc
560,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-15,Profiles in Tremendousness: Larry Kudlow | The Daily Show,Comedy,1261433,13557,354,https://www.youtube.com/watch?v=YY6p8B4IR24
561,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-14,Students Walk Out To Protest Gun Violence | The Daily Show,Comedy,1122580,23040,978,https://www.youtube.com/watch?v=WhyC1ia_3eA
562,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-13,Trump Inspects The Wall - Between the Scenes | The Daily Show,Comedy,524720,8085,103,https://www.youtube.com/watch?v=9KVeqjLpKo4
563,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-13,Trump Cans Rex Tillerson Over Twitter | The Daily Show,Comedy,1641590,19104,572,https://www.youtube.com/watch?v=Bx0mGCZvIX4
565,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-12,Trump Improvises His Way Through a Rally and Agrees to Meet Kim Jong-un | The Daily Show,Comedy,1466617,19435,740,https://www.youtube.com/watch?v=19HVfFAc7FI
564,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-12,Third Month Mania: Bracket of Bullshit | The Daily Show,Comedy,288642,4474,123,https://www.youtube.com/watch?v=mq3doz_t0lE
566,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-11,Is Facial Recognition Software Racist? | The Daily Show,Comedy,469061,10011,610,https://www.youtube.com/watch?v=ygOfGA3B4ec
567,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-10,Disrupting the Legal System with Robots | The Daily Show,Comedy,439494,7963,202,https://www.youtube.com/watch?v=VkizYljxcD8
568,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-09,Exclusive - Desi Vents to a Robot | The Daily Show,Comedy,163932,2083,71,https://www.youtube.com/watch?v=fLgm8ntld9M
569,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-09,If Melania Divorced Donald - Between the Scenes | The Daily Show,Comedy,908845,15797,247,https://www.youtube.com/watch?v=LZWU5TWSa2I
570,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-09,Will We Be Sleeping With Robots by 2025? | The Daily Show,Comedy,571110,10752,345,https://www.youtube.com/watch?v=IETqsRncsdc
571,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-08,The Noninfluence of Video Games on Gun Violence | The Daily Show,Comedy,1948299,34389,1367,https://www.youtube.com/watch?v=bkIYY3jy4Bo
572,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-07,"Trump's White House Has ""No Chaos"" | The Daily Show",Comedy,1428042,21782,524,https://www.youtube.com/watch?v=qO5edY-vaA8
573,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-06,Gary Cohn Resigns - Between the Scenes: The Daily Show,Comedy,333340,5337,62,https://www.youtube.com/watch?v=YG0dYt1GiA4
574,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-06,Sam Nunberg's Wild Cable News Ride - Between the Scenes: The Daily Show,Comedy,403477,8005,84,https://www.youtube.com/watch?v=go0RXViJ6lA
575,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-06,Sam Nunberg Loses His Mind on Live TV | The Daily Show,Comedy,2491545,29626,984,https://www.youtube.com/watch?v=mNhTWFUmrLQ
576,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-06,Trump’s Trade Solution - Between the Scenes: The Daily Show,Comedy,282633,4660,56,https://www.youtube.com/watch?v=zueBzoWt5xs
577,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-05,Trump Doesn't Think Twice About His Looming Trade War | The Daily Show,Comedy,1519464,22725,623,https://www.youtube.com/watch?v=Kk0nD_n1nlE
578,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-05,A Pro Wrestler Gives Democrats Better Soundbites: The Daily Show,Comedy,194532,4224,122,https://www.youtube.com/watch?v=7yYFQmZac7c
579,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-04,"Chadwick Boseman - Why Everyone Is a Hero in ""Black Panther"" - Extended Interview",Comedy,1259971,27209,420,https://www.youtube.com/watch?v=YqxL04IvNrc
580,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-03,CP Time: Forgotten Black Women of History: The Daily Show,Comedy,197466,5188,163,https://www.youtube.com/watch?v=tz0HyFTuhLo
581,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-03-01,Trump Attacks the GOP and Sides with Democrats on Gun Control: The Daily Show,Comedy,1287419,27077,794,https://www.youtube.com/watch?v=xpTOkPDdeao
582,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-28,Ben Carson Lives Large as the HUD Secretary: The Daily Show,Comedy,1151251,17875,363,https://www.youtube.com/watch?v=6BKZmH4y4GE
583,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-27,"Old Characters, New Storylines - Looking Ahead to the 2018 Midterms: The Daily Show",Comedy,1121540,15213,320,https://www.youtube.com/watch?v=D6yiw8MD_6o
584,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-26,Conservatives Blame Everything but Guns for the Parkland Shooting: The Daily Show,Comedy,1621840,31548,1074,https://www.youtube.com/watch?v=enfELcLr4q0
587,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-26,"Taylor Kitsch - Reimagining the ""Waco"" Siege - Extended Interview: The Daily Show",Comedy,296510,3399,115,https://www.youtube.com/watch?v=6KLlm0iZL7w
585,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-26,Get Interviewed by Trevor on the Set of The Daily Show - Omaze,Comedy,139150,2192,47,https://www.youtube.com/watch?v=sTyXLNihOHc
586,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-26,Australian Students Stick it to Martin Shkreli: The Daily Show,Comedy,488919,11595,265,https://www.youtube.com/watch?v=G4up_3JhNIQ
588,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-25,CP Time: Black Innovators: The Daily Show,Comedy,255106,6728,153,https://www.youtube.com/watch?v=Y4EWRUh4cb4
589,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-24,"Lupita Nyong'o - Why ""Black Panther"" Is a Different Kind of Superhero Movie: The Daily Show",Comedy,1819429,38764,1235,https://www.youtube.com/watch?v=-KB5QbOS4s4
590,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-23,The Parkland Survivors Want to See the Manager - Between the Scenes: The Daily Show,Comedy,551882,13584,134,https://www.youtube.com/watch?v=dZbu5qGfBf4
591,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-23,Gun Control vs. Porn Control: Florida Takes On the Wrong Kind of Mass Shooting: The Daily Show,Comedy,1133169,22548,532,https://www.youtube.com/watch?v=__et8A3_jMo
592,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-22,The Problem With Blaming Gun Violence on Video Games - Between the Scenes: The Daily Show,Comedy,487886,12956,95,https://www.youtube.com/watch?v=VnLmKJNmIqQ
593,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-22,Marco Rubio and President Trump Stumble Through Gun Control Debates: The Daily Show,Comedy,1575442,25386,855,https://www.youtube.com/watch?v=Q34E5ONJSbA
594,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-22,"Trevor Responds to ""Black Panther"" Haters - Between the Scenes: The Daily Show",Comedy,1078963,30878,336,https://www.youtube.com/watch?v=W_xraXv-r6k
595,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-22,CRISIS ACTOR EXPOSED!!! #TAMMYMUSTGO,Comedy,711150,16144,1165,https://www.youtube.com/watch?v=D6LddsrgqpM
596,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-22,How to Make People Care About the Great Lakes: The Daily Show,Comedy,192368,3800,519,https://www.youtube.com/watch?v=3tKph1soU-8
597,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-21,Conservatives Attack Parkland Survivors Once Again: The Daily Show,Comedy,2264251,38428,1817,https://www.youtube.com/watch?v=TVT-5AuWYhY
598,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-21,"""Black Panther"": Just a Dope-Ass Black Movie: The Daily Show",Comedy,997591,20260,547,https://www.youtube.com/watch?v=B6MZr2T9ISw
599,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-20,Parkland Shooting Survivors School Congress on Gun Violence: The Daily Show,Comedy,1768463,46349,4078,https://www.youtube.com/watch?v=ZQcaYYHqrUY
600,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-20,Back in Black: How Territorial Rats Could Fix New York City's Transit Woes - The Daily Show,Comedy,353837,6725,242,https://www.youtube.com/watch?v=3xNVNBxU0BM
601,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-19,Building Bridges (Not Walls) in Mexico: The Daily Show,Comedy,348446,6807,207,https://www.youtube.com/watch?v=YoRNZMRxx40
602,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-18,What to Do About Problematic Statues - The Daily Show,Comedy,358576,5851,366,https://www.youtube.com/watch?v=PtjtHLj1Frg
603,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-17,Ceasefire in Chicago: Lowering Crime in the Windy City: The Daily Show,Comedy,311157,7560,125,https://www.youtube.com/watch?v=_nlpBvRDRpw
604,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-16,"Hasan the Record - Free Speech: If You Can't Beat 'Em, Troll 'Em - The Daily Show",Comedy,398877,10255,370,https://www.youtube.com/watch?v=-JvuK90QnU4
605,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-16,No Regrets: How a Trump Supporter May Have Voted to Destroy His Own Career - The Daily Show,Comedy,1199663,18448,695,https://www.youtube.com/watch?v=MKF2twerqvY
606,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-15,"Heroes of ""The 15:17 to Paris"" - Extended Interview: The Daily Show",Comedy,360150,6136,126,https://www.youtube.com/watch?v=Mwvf9_XGHbE
607,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-14,CP Time: Unsung Black Heroes of Politics - The Daily Show,Comedy,336145,7709,114,https://www.youtube.com/watch?v=I8Aol2QGUOc
608,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-13,Noah's Ark-eology: A Hidden Mayan Village & The Cheddar Man: The Daily Show,Comedy,1352880,20064,640,https://www.youtube.com/watch?v=KhGCV50-nrw
609,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-12,A Tourist’s Take on New York City Snow - Between the Scenes: The Daily Show,Comedy,688477,12394,109,https://www.youtube.com/watch?v=UC8E5Tg9w8g
610,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-12,Livin' on the Street: Whose Fault Is It When the Stock Market Drops? - The Daily Show,Comedy,574110,9247,369,https://www.youtube.com/watch?v=ursLkIFUokE
611,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-08,"So Much News, So Little Time - Russia Hacks Voter Rolls & Rob Porter Resigns: The Daily Show",Comedy,1368950,19785,535,https://www.youtube.com/watch?v=QFW6FeWdklU
612,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-07,Of Course Trump Wants to Throw Himself a Military Parade: The Daily Show,Comedy,2827628,36590,1644,https://www.youtube.com/watch?v=_E4cdaRu5y4
613,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-06,Trump the Jokester Accuses Democrats of Treason: The Daily Show,Comedy,1004879,15979,458,https://www.youtube.com/watch?v=hSCAHKy61-M
614,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-05,Wooderworld: The Daily Show,Comedy,230542,3940,148,https://www.youtube.com/watch?v=unF0XJ1rxII
615,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-05,Justin Timberlake's Confusing Halftime Performance - Between the Scenes: The Daily Show,Comedy,1533236,18983,3994,https://www.youtube.com/watch?v=GLbX9CL7Yg8
616,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-05,Memo Combat: Republicans React to Devin Nunes's Dud Memo: The Daily Show,Comedy,978925,14763,389,https://www.youtube.com/watch?v=isxrREkP44I
617,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-03,CP Time: The History of Black Actors Dying On Screen: The Daily Show,Comedy,418939,11324,199,https://www.youtube.com/watch?v=ekhFmdBld0E
618,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-02-01,Memo Combat: The GOP Goes After the Trump-Russia Probe: The Daily Show,Comedy,1323714,17682,811,https://www.youtube.com/watch?v=qDyaspdzhXI
620,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-31,The State of Black S**t: The Daily Show,Comedy,848314,16401,567,https://www.youtube.com/watch?v=i2CY8yTKlW8
619,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-31,How Woke Is Too Woke? - Between the Scenes: The Daily Show,Comedy,1499990,32129,429,https://www.youtube.com/watch?v=iA-sXi8v8Ns
621,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-30,Trump's State of the Union: Not a Night for Facts | The Daily Show,Comedy,3349613,37049,4401,https://www.youtube.com/watch?v=ZvkK8W03ymI
622,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-30,Mike Pence Eye-Banging Donald Trump: The Daily Show,Comedy,364169,7588,257,https://www.youtube.com/watch?v=QLWyj8pJ8V0
623,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-29,Hillary Clinton Issues a Non-Apology for Shielding a Harasser: The Daily Show,Comedy,1439130,28949,1376,https://www.youtube.com/watch?v=CoTA2aqckNM
624,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-27,The Fox News Guide to Interviewing Trump: The Daily Show,Comedy,1247866,23224,1086,https://www.youtube.com/watch?v=kzTcXZPItyo
625,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-26,The Larry Nassar Verdict - Between the Scenes: The Daily Show,Comedy,1020810,25863,357,https://www.youtube.com/watch?v=wD5V7jmJ8nk
626,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-25,Gifts from P.K. Subban: The Daily Show,Comedy,213794,4578,74,https://www.youtube.com/watch?v=52sIBJmi1Og
627,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-25,Trump vs. The FBI: Republicans Investigate the Investigation: The Daily Show,Comedy,1778184,22461,751,https://www.youtube.com/watch?v=d169_pZ-8C4
628,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-25,Live After The State of the Union: The Daily Show & The Opposition,Comedy,252493,4056,79,https://www.youtube.com/watch?v=QRvBa3dEmnM
629,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-24,Gerrymandering: Because America Can Hack Its Own Elections: The Daily Show,Comedy,1256467,24971,492,https://www.youtube.com/watch?v=ruXZGC0HJfc
630,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-23,Who Can America Blame for the Government Shutdown?: The Daily Show,Comedy,1056558,18156,393,https://www.youtube.com/watch?v=kzY5Eah3DYM
631,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-22,The Government Shuts Down the Government Shutdown: The Daily Show,Comedy,924896,17486,342,https://www.youtube.com/watch?v=ouj8ULggR4k
632,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-22,If Trump Spoke Arabic - Between the Scenes: The Daily Show,Comedy,1768479,36375,953,https://www.youtube.com/watch?v=ZVxUS_QtWXU
633,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-19,Little Donny's First Year: The Daily Show,Comedy,650727,14887,195,https://www.youtube.com/watch?v=SIcEVSfFdTs
634,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-18,So Stupid It's Not Funny: Trump's Crackdown on Legal Immigration: The Daily Show,Comedy,2705853,40858,1161,https://www.youtube.com/watch?v=tmsC-7QwRjU
635,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-17,Donald Trump Steals Good Health from the Rest of Us - Between the Scenes: The Daily Show,Comedy,509011,8923,159,https://www.youtube.com/watch?v=zdTm9DYsN1c
636,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-17,Cory Booker Is Not Having the DHS Secretary's Testimony: The Daily Show,Comedy,1501494,26475,669,https://www.youtube.com/watch?v=3zDr04UIr8I
637,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-16,Donald Trump Is Somehow Healthy: The Daily Show,Comedy,1457396,24114,888,https://www.youtube.com/watch?v=wBEZiNtReFI
638,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-15,"The Backlash Continues on Trump's ""S**thole"" Comments: The Daily Show",Comedy,2140422,35141,1394,https://www.youtube.com/watch?v=d-b3FWwPb34
639,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-12,"Trump's ""Shithole Countries"" Remark - Between the Scenes: The Daily Show",Comedy,942131,19109,378,https://www.youtube.com/watch?v=9dgWhY_jRZU
640,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-11,"Trump Calls Non-White Countries ""S**tholes"": The Daily Show",Comedy,4674860,68751,24120,https://www.youtube.com/watch?v=OQkfDJ2zVNo
641,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-10,Trump Sends Mixed Messages on Immigration: The Daily Show,Comedy,1487014,22732,591,https://www.youtube.com/watch?v=FbkmSCwNZl8
642,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-09,Trump Gets Dictator-y with the Justice Department: The Daily Show,Comedy,1398251,19919,512,https://www.youtube.com/watch?v=RlX0q4IaGA0
643,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-08,"Trump Confidently Declares Himself a ""Stable Genius"": The Daily Show",Comedy,2141379,32717,895,https://www.youtube.com/watch?v=bbD_gKexiZw
644,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-07,Miss America Contestants Visit The Daily Show - Between the Scenes: The Daily Show,Comedy,759937,17935,139,https://www.youtube.com/watch?v=EuNOaH0wq0k
645,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-07,Can Stephen Colbert and Samantha Bee Really Be Mistrusted?: The Daily Show,Comedy,445410,12197,169,https://www.youtube.com/watch?v=0pAXtaC4sDQ
646,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-06,California Amends Its Jaywalking Law - Between the Scenes: The Daily Show,Comedy,541572,9575,106,https://www.youtube.com/watch?v=TQSLt1_d69E
647,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-06,The Price of Social Change: Why California Is Paying Gun Offenders: The Daily Show,Comedy,457019,8616,215,https://www.youtube.com/watch?v=hLiyFumseqQ
648,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-04,"Bizarre, Unverified and Fraudulent: Michael Wolff Steps Inside the Trump Presidency: The Daily Show",Comedy,3053407,36973,1515,https://www.youtube.com/watch?v=My7e4qkIemQ
649,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-01-04,Trump’s Latest Coffee Boy: Steve Bannon - Between the Scenes: The Daily Show,Comedy,615792,10722,90,https://www.youtube.com/watch?v=1Yv2w7r7ppo
