,Artist,Joined,Subscribers,Total Views,Date,Title,Category,Views,Likes,Dislikes,URL
263,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-12,Rob Corddry - “Dog Days” and the Perfect Excuse for Not Getting a Puppy | The Daily Show,Comedy,109524,1613,53,https://www.youtube.com/watch?v=bXuiTLAJJWg
265,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-11,The KKK Tempts Kids with Candy & Undocumented Immigrants Enter the U.S. from Canada | The Daily Show,Comedy,981376,21166,428,https://www.youtube.com/watch?v=M6W6FzcMjJ0
264,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-11,What Had Happened Was… - Iran’s Beef with America | The Daily Show,Comedy,808506,17036,346,https://www.youtube.com/watch?v=5BPrTJ0iuOE
266,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-10,Venezuela’s Assassination Scare & Alex Jones’s Media Exile | The Daily Show,Comedy,1100139,17502,951,https://www.youtube.com/watch?v=8vqHuqG6bps
267,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-10,Hasan the Record - Can President Trump Pardon Himself? | The Daily Show,Comedy,282351,8081,443,https://www.youtube.com/watch?v=0jFQnDaZHco
268,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-09,"Franklin's 50th ""Peanuts"" Anniversary | The Daily Show",Comedy,1206598,23659,1792,https://www.youtube.com/watch?v=-A-SuVIMLnQ
269,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-09,Stacey Abrams - “Minority Leader” and a Historic Race for Governor in Georgia | The Daily Show,Comedy,684661,12513,401,https://www.youtube.com/watch?v=V-ub3f9WCnE
270,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-08,Team Trump’s Plot to Block Legal Immigrants from Citizenship | The Daily Show,Comedy,1832311,23076,665,https://www.youtube.com/watch?v=_ZVkLqPX6kk
271,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-08,Melania Trump Is So Over It - Between The Scenes | The Daily Show,Comedy,1343457,27678,377,https://www.youtube.com/watch?v=g7ARmmKX-jw
273,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-07,A$AP Rocky - “Testing” and the Launch of AWGE | The Daily Show,Comedy,598365,16292,338,https://www.youtube.com/watch?v=-sxrE2KPeFQ
272,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-07,Gates & Manafort: The White-Collar Bonnie & Clyde | The Daily Show,Comedy,1205025,15566,402,https://www.youtube.com/watch?v=r6d1IR1DH_A
274,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-06,Trump Slams LeBron James on Twitter & Crashes a Rally in Ohio | The Daily Show,Comedy,2077316,33353,1004,https://www.youtube.com/watch?v=Cm_2rFSN28c
275,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-06,Apple Wins Capitalism & Parents Enlist “Fortnite” Coaches |The Daily Show,Comedy,1082351,20591,2109,https://www.youtube.com/watch?v=zytptzImJkY
276,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-05,France Bans Smartphones in Schools & Paul Ryan Discovers His Jewish Heritage | The Daily Show,Comedy,550088,10740,194,https://www.youtube.com/watch?v=WKM87UEr6OQ
277,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-05,Jeff Sessions Is Living His Best Confederate Life |The Daily Show,Comedy,904526,15652,599,https://www.youtube.com/watch?v=iy046yK_7k0
278,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-04,Michael McFaul - “From Cold War to Hot Peace” & Trump’s Relationship with Putin |The Daily Show,Comedy,332534,3574,172,https://www.youtube.com/watch?v=WuICGK5ns2A
279,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-04,3D-Printed “Ghost Guns” Hit a Legal Snag | The Daily Show,Comedy,380590,9941,186,https://www.youtube.com/watch?v=PSiXIDQF990
280,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-04,Ving Rhames’s Terrifying Run-In with Police & An Egyptian Zoo’s Fake Zebra | The Daily Show,Comedy,491360,9872,153,https://www.youtube.com/watch?v=hYFXYvNYxhM
281,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-03,When the TSA Post-Checks After a Pre-Check - Between the Scenes | The Daily Show,Comedy,733913,13397,187,https://www.youtube.com/watch?v=D5ql0-DjwAI
282,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-03,Skylar Grey - From Folk to Hip-Hop and Beyond | The Daily Show,Comedy,136501,1960,92,https://www.youtube.com/watch?v=S_JVNkkN3KY
283,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-03,Team Trump Plans Another Tax Cut for the Rich | The Daily Show,Comedy,761269,7837,252,https://www.youtube.com/watch?v=Eax_1hRbGI0
284,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-02,Trump Fights Obstruction with Obstruction | The Daily Show,Comedy,2352496,27295,902,https://www.youtube.com/watch?v=Kk65soc7Ayw
285,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-02,Manafort’s Million Dollar Flower Bed - Between the Scenes | The Daily Show,Comedy,449216,8871,89,https://www.youtube.com/watch?v=NZYaC-E_KNg
286,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-02,The Silver Lining in 3D-Printed Guns - Between the Scenes | The Daily Show,Comedy,241455,5601,82,https://www.youtube.com/watch?v=KAqAdn1NXYE
287,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-02,Andrea Mitchell - The Trump Era Is Uncharted Territory for the Press| The Daily Show,Comedy,416699,4985,160,https://www.youtube.com/watch?v=iMaVQvdJBr0
289,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-01,Bo Burnham - How Everyone Can Relate to Middle School Girls in “Eighth Grade” | The Daily Show,Comedy,375236,9682,119,https://www.youtube.com/watch?v=7e87W11Enh0
290,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-01,"Rudy Giuliani Rants About ""Scumbag"" Michael Cohen | The Daily Show",Comedy,1055558,14992,235,https://www.youtube.com/watch?v=a0kAmYKqGmY
288,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-08-01,Jim Jordan & The “Locker Room Talk” Excuse | The Daily Show,Comedy,1327997,15989,445,https://www.youtube.com/watch?v=DXbAv9F2JuM
293,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-31,Michael Scott Moore - Surviving Somali Pirates in “The Desert and the Sea” | The Daily Show,Comedy,113630,2135,54,https://www.youtube.com/watch?v=hdKlDaPvtsk
291,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-31,"Skylar Grey - “Love The Way You Lie,” “Coming Home,” “Clarity” & “Glorious” | The Daily Show",Comedy,274880,7938,116,https://www.youtube.com/watch?v=w7xUADriShc
292,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-31,"So Much News, So Little Time: Beyoncé, LeBron, Zimbabwe, Iran! | The Daily Show",Comedy,2039024,29199,987,https://www.youtube.com/watch?v=HZvuxKpwY3A
295,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-30,Tip “T.I.” Harris - “The Grand Hustle” and 15 Years of Trap Music | The Daily Show,Comedy,283481,4496,124,https://www.youtube.com/watch?v=L5YQ7-gwX9w
294,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-30,The Key to the Mueller Investigation: The Daily Show’s New Book | The Daily Show,Comedy,1383378,14325,353,https://www.youtube.com/watch?v=X14KayX-Dvw
296,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-29,The World Is on Fire | The Daily Show,Comedy,724240,21564,422,https://www.youtube.com/watch?v=8WFJrB4UkGw
297,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-29,Alexandria Ocasio-Cortez - Bringing Moral Courage to American Politics | The Daily Show,Comedy,1142300,24400,3111,https://www.youtube.com/watch?v=dUmIdCClbTE
298,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-28,Drake’s Viral Dance Challenge Leads to Disaster | The Daily Show,Comedy,387104,8817,118,https://www.youtube.com/watch?v=p5HWrZdLN8o
299,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-28,Twitter Lashes Out at the Wrong Michael Cohen | The Daily Show,Comedy,538153,9956,217,https://www.youtube.com/watch?v=WqE7oKwCOrM
300,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-27,Staten Island Has a Serious Deer Problem | The Daily Show,Comedy,380232,6776,263,https://www.youtube.com/watch?v=NOb6p7fBNII
301,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-27,I Apologize for Talking While You Were Talking - Summer Baseball in Full Swing | The Daily Show,Comedy,233449,5103,93,https://www.youtube.com/watch?v=4EPdOdCtMTE
303,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-26,A Georgia Waitress Takes Down Her Groper & The Government Allows 3D-Printed Guns | The Daily Show,Comedy,407830,11621,177,https://www.youtube.com/watch?v=0jAkjSBqsTc
302,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-26,Trump’s Favorite Problems to Fix Are the Ones He Created | The Daily Show,Comedy,1473129,25096,623,https://www.youtube.com/watch?v=GSX6EA8X-oY
304,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-25,The Trump PP (Playboy Payoff) Tape Is OUT! | The Daily Show,Comedy,1542533,20038,743,https://www.youtube.com/watch?v=_wfr7Rr_ffc
305,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-25,The First Joke Trevor Ever Heard - Between the Scenes | The Daily Show,Comedy,767538,19608,170,https://www.youtube.com/watch?v=cgEjvS3szuI
306,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-25,Daveed Diggs & Rafael Casal - Navigating the Prison System in “Blindspotting” | The Daily Show,Comedy,112375,2343,32,https://www.youtube.com/watch?v=z6t8DlSNnNs
307,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-24,Trump Takes a Stand Against…Endangered Species? | The Daily Show,Comedy,1329481,19566,527,https://www.youtube.com/watch?v=tezzBhJP0UU
312,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-23,Everything Is Stupid - Trendy Chicken Coops for the Rich | The Daily Show,Comedy,605279,11016,371,https://www.youtube.com/watch?v=RUOZU2iubR0
314,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-23,Barack Obama Gets Roasted and Subtweets Trump in South Africa | The Daily Show,Comedy,1816418,30740,1020,https://www.youtube.com/watch?v=O76eDqPW2ag
313,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-23,CP Time: Government Conspiracy Theories | The Daily Show,Comedy,355543,6857,205,https://www.youtube.com/watch?v=h9VMSv3-5_U
310,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-23,"So Much News, So Little Time: Trump’s Playboy Model Payoff & Iran Twitter Tantrum | The Daily Show",Comedy,1705781,23017,904,https://www.youtube.com/watch?v=P0sLI28HRgk
311,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-23,The Donald J. Trump Presidential Twitter Library: The Book | On Sale Now | The Daily Show,Comedy,192171,4270,95,https://www.youtube.com/watch?v=U5W2jtDXDu4
309,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-23,The Donald J. Trump Presidential Twitter Library: The Book | On Sale Now | The Daily Show,Comedy,192171,4270,95,https://www.youtube.com/watch?v=U5W2jtDXDu4
308,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-23,"So Much News, So Little Time: Trump’s Playboy Model Payoff & Iran Twitter Tantrum | The Daily Show",Comedy,1705781,23017,904,https://www.youtube.com/watch?v=P0sLI28HRgk
315,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-20,British Journalists Get Trumped for the First Time - Between the Scenes | The Daily Show,Comedy,854049,15165,197,https://www.youtube.com/watch?v=jUPyxaXGUlo
316,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-20,Barack Obama’s Mandela Address & World Emoji Day | The Daily Show,Comedy,382894,8838,155,https://www.youtube.com/watch?v=MwyIFzTLGMI
317,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-20,Boots Riley - Bringing Rebellion to the Forefront with “Sorry to Bother You” | The Daily Show,Comedy,139863,2679,90,https://www.youtube.com/watch?v=oc70iFCaKho
318,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-19,Trump’s U.K. Visit Unites the British | The Daily Show,Comedy,785278,14670,419,https://www.youtube.com/watch?v=7EgSXqo968I
319,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-18,Trevor Responds to Criticism from the French Ambassador - Between The Scenes | The Daily Show,Comedy,4911478,127099,27904,https://www.youtube.com/watch?v=COD9hcTpGWQ
320,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-18,Trevor Celebrates Nelson Mandela’s 100th Birthday | The Daily Show,Comedy,1363796,27982,695,https://www.youtube.com/watch?v=XOVsDOG6WWw
321,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-17,Trump Doing a Bad Thing Publicly Doesn’t Make it Better - Between The Scenes | The Daily Show,Comedy,508712,9097,172,https://www.youtube.com/watch?v=NTeOsT0X-ZM
322,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-17,Trump Blames His Putin Summit Debacle on a Slip of the Tongue | The Daily Show,Comedy,2742798,47059,1598,https://www.youtube.com/watch?v=11JG5W3WfgM
323,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-16,Trump’s Disastrous Summit with Vladimir Putin | The Daily Show,Comedy,2879757,37816,2618,https://www.youtube.com/watch?v=iPh1gFp1vBs
324,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-14,Steve Aoki - “Kolony” and Reaching New Heights | The Daily Show,Comedy,129258,2619,85,https://www.youtube.com/watch?v=jtxuMhC20hU
325,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-13,RuPaul Charles - Forever Doing His Thing on “RuPaul’s Drag Race” | The Daily Show,Comedy,173031,4490,180,https://www.youtube.com/watch?v=cxQeLA4wsMI
326,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-12,Liz Claman - Why the Stock Market Is Like a Wild Night Out | The Daily Show,Comedy,125023,1591,130,https://www.youtube.com/watch?v=NVFftAqjtVU
327,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-11,Angela Rye - Rebutting Trump on “Angela Rye’s State of the Union” | The Daily Show,Comedy,473144,7790,302,https://www.youtube.com/watch?v=9vpLs9E20pE
328,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-10,Vashti Harrison - Sharing the Triumphs of “Little Leaders” in Black History | The Daily Show,Comedy,116815,2157,75,https://www.youtube.com/watch?v=apmWv6aiFeE
329,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-09,Anthony Bourdain - Telling Stories Through Food on “Parts Unknown” | The Daily Show,Comedy,359140,7891,158,https://www.youtube.com/watch?v=9s7HySExCoc
330,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-08,Ricky Gervais - “Child Support” & A Few Brilliant People to Save the World | The Daily Show,Comedy,534995,8021,245,https://www.youtube.com/watch?v=AkjceApRo9A
331,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-07,David Remnick - Dissecting Trump’s First State Of The Union | The Daily Show,Comedy,202400,2886,143,https://www.youtube.com/watch?v=NNlc7fMVVz0
332,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-06,Malcolm Jenkins - Leading the Philadelphia Eagles | The Daily Show,Comedy,95927,1944,71,https://www.youtube.com/watch?v=9ZR5vJwU3n4
333,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-05,Vann R. Newkirk II - Martin Luther King Jr.’s Real Legacy | The Daily Show,Comedy,142594,2817,76,https://www.youtube.com/watch?v=egq5BPwcyM4
334,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-04,Terese Marie Mailhot - Sharing an Indigenous Voice in “Heart Berries” | The Daily Show,Comedy,106551,2074,66,https://www.youtube.com/watch?v=5busoO0KLqM
335,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-03,Darnell L. Moore - Rethinking Gender and Sexuality in “No Ashes in the Fire” | The Daily Show,Comedy,149123,3588,214,https://www.youtube.com/watch?v=H9_v1gFCu2s
336,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-02,A Commentary on World Cup Commentary - Between the Scenes | The Daily Show,Comedy,837076,15676,242,https://www.youtube.com/watch?v=fDBixj9xOkQ
337,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-02,Mike Pence's Ice-Cold Immigration Speech & Spain's CPR Dog | The Daily Show,Comedy,1191710,22537,560,https://www.youtube.com/watch?v=uGNDPGTGtfo
338,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-02,Janet Mock - Putting Transgender Characters Front and Center on “Pose” | The Daily Show,Comedy,145587,2964,263,https://www.youtube.com/watch?v=quzZVMG498s
339,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-01,Saudi Arabia Lifts Its Ban on Female Drivers & The DOHS’s Stolen Child Hotline | The Daily Show,Comedy,568177,11238,225,https://www.youtube.com/watch?v=dLpcOPh_R8w
340,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-07-01,Is Liberal Outrage Helping Trump? | The Daily Show,Comedy,394281,7530,265,https://www.youtube.com/watch?v=AXZTL2HgB1s
341,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-30,Rodrigo Duterte’s “Stupid God” Remark & Trump’s Travel Ban | The Daily Show,Comedy,456365,8206,375,https://www.youtube.com/watch?v=-WBPLBVdmt4
342,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-30,Surprisingly Good News for Pride Month | The Daily Show,Comedy,738303,17194,852,https://www.youtube.com/watch?v=3m2QCkXiq_A
343,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-29,Bill Clinton & James Patterson - “The President Is Missing” | The Daily Show,Comedy,1189652,9244,559,https://www.youtube.com/watch?v=wKjr0Z8FulE
344,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-29,"In Trump’s Universe, Everyone Loves “Space Force” | The Daily Show",Comedy,680584,10406,287,https://www.youtube.com/watch?v=LYQX-BPUqN4
346,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-28,J. Prince - Rising to the Top of Hip Hop with “The Art & Science of Respect” | The Daily Show,Comedy,100996,1868,60,https://www.youtube.com/watch?v=gL0GvrgFZ1w
345,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-28,"SCOTUS News Devastates Dems, But Hasan Minhaj Has Hope | The Daily Show",Comedy,866976,11542,435,https://www.youtube.com/watch?v=LbvjVKxcKiA
347,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-27,Anthony Kennedy & Alexandria Ocasio-Cortez Rock the Political World | The Daily Show,Comedy,1268376,21521,730,https://www.youtube.com/watch?v=70vteacsp6U
348,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-26,Trevor Noah EVISCERATES the Civility Argument | The Daily Show,Comedy,2006727,40376,2206,https://www.youtube.com/watch?v=qljfObaUG2s
349,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-26,“Permit Patty” Calls the Cops on an Eight-Year-Old Girl | The Daily Show,Comedy,706569,17199,617,https://www.youtube.com/watch?v=YnTZuGKhwSU
350,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-26,Mike Shinoda - Channeling Grief and Hope with “Post Traumatic” | The Daily Show,Comedy,390820,10179,145,https://www.youtube.com/watch?v=V3-BUfO1mCw
351,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-25,White House Officials Get Left-Swiped | The Daily Show,Comedy,2545796,43701,1961,https://www.youtube.com/watch?v=8zhYDFjniTo
352,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-25,Dan Reynolds - “Believer” and the Plight of LGBTQ Mormons | The Daily Show,Comedy,261075,7210,275,https://www.youtube.com/watch?v=cNx8PnWzn1Q
353,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-25,Karen Bass - Fighting for Comprehensive (and Humane) Immigration Reform | The Daily Show,Comedy,94308,2189,64,https://www.youtube.com/watch?v=VB3GuHqd5hQ
355,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-24,Journalisming - Cable News Panels are S**tshows | The Daily Show,Comedy,555397,11670,274,https://www.youtube.com/watch?v=5ILxcBnmzpo
354,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-24,Trump’s Starburst Tantrum & The President’s Self-Described Elitism | The Daily Show,Comedy,1250846,20876,514,https://www.youtube.com/watch?v=BtQOEG2ThPY
356,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-23,Becca Heller - Dispelling the Myths about Refugees in the Trump Era | The Daily Show,Comedy,199122,5153,132,https://www.youtube.com/watch?v=tofxVJMmhyo
357,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-23,The Truth About the Space Force - Between the Scenes | The Daily Show,Comedy,483428,9955,142,https://www.youtube.com/watch?v=BIWbQWOnKE4
358,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-23,Stephen Miller Loves to Cause Pain | The Daily Show,Comedy,320366,7388,140,https://www.youtube.com/watch?v=4t6y5NgE4Eg
359,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-22,The Message on Melania’s Jacket  - Between the Scenes | The Daily Show,Comedy,479483,8977,137,https://www.youtube.com/watch?v=Y7u9sIsXQP8
360,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-22,911 Dispatchers Get an Upgrade & Elon Musk Proposes a High-Speed Train - Uncensored | The Daily Show,Comedy,377994,6849,179,https://www.youtube.com/watch?v=JEuZTanpek0
361,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-22,Wilmot Collins: From African Refugee to Montana Mayor | The Daily Show,Comedy,345297,9064,102,https://www.youtube.com/watch?v=oEJnJI5zCDs
365,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-21,Beyoncé and Jay-Z’s Joint Album & Trump’s Space Force Announcement | The Daily Show,Comedy,315551,7508,147,https://www.youtube.com/watch?v=r1Tgl0NXanY
364,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-21,I Apologize for Talking While You Were Talking - World Cup Rundown | The Daily Show,Comedy,219539,4919,78,https://www.youtube.com/watch?v=9pFGBMvz3bA
363,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-21,Fox News vs. North Korean State TV | The Daily Show,Comedy,517706,13996,477,https://www.youtube.com/watch?v=il-22Q8mECc
362,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-21,"So Much News, So Little Time - Melania's Jacket & Charlottesville Nazis Return | The Daily Show",Comedy,2263380,29978,1178,https://www.youtube.com/watch?v=CHImlpUxg9w
366,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-20,Trump’s Child Separation Crisis Hits a Breaking Point | The Daily Show,Comedy,1652887,32387,1153,https://www.youtube.com/watch?v=ikPO9ukO9gU
367,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-20,Everyone's Politicking in America - Between the Scenes | The Daily Show,Comedy,416614,9911,126,https://www.youtube.com/watch?v=gQEcZfWPZIo
368,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-19,Uproar Over Trump's Migrant Separation Policy Reaches a Fevered Pitch | The Daily Show,Comedy,1478487,26939,827,https://www.youtube.com/watch?v=dP04h0Ayias
369,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-18,Trump Gets Blasted for Breaking Up Migrant Families | The Daily Show,Comedy,1527528,27325,1092,https://www.youtube.com/watch?v=-gQeWTuWMn8
370,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-17,"Mike Colter - Exploring His Bulletproof Character on ""Marvel’s Luke Cage"" | The Daily Show",Comedy,124809,3066,68,https://www.youtube.com/watch?v=s6GkKHiPGCM
371,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-17,What Policing Is Like in a Sanctuary City | The Daily Show,Comedy,651275,15333,387,https://www.youtube.com/watch?v=6LeSWnsPmzg
373,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-16,Back in Black - American Schools Guard Themselves Against Gun Violence | The Daily Show,Comedy,339927,9998,174,https://www.youtube.com/watch?v=PXcOiLGFxvY
372,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-16,"Ian Bremmer - ""Us vs. Them"" and America's Place on the World Stage | The Daily Show",Comedy,437037,5226,248,https://www.youtube.com/watch?v=LlJ80wMRhwU
374,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-15,I Apologize for Talking While You Were Talking - NBA Finals & Stanley Cup  | The Daily Show,Comedy,279313,5017,155,https://www.youtube.com/watch?v=AEvkLZGKK70
375,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-15,Eric Garcetti - Advancing the American Spirit in Los Angeles | The Daily Show,Comedy,131908,2889,71,https://www.youtube.com/watch?v=ECDA-LladJU
376,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-14,Trump Gets a Lawsuit and an FBI Report for His Birthday - Between the Scenes | The Daily Show,Comedy,548017,8925,131,https://www.youtube.com/watch?v=GyDT6YI2AcA
377,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-14,Russia Uses the World Cup to Score Publicity Points | The Daily Show,Comedy,1147293,19591,1042,https://www.youtube.com/watch?v=in6rwXjE5w4
378,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-14,Drones Become Fashion Models in Saudi Arabia & Trump Tears Up White House Documents | The Daily Show,Comedy,227029,5591,85,https://www.youtube.com/watch?v=h0AoA_858W4
379,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-14,"BriGette McCoy, Kirsten Gillibrand & Don Christensen - Military Sex Crimes | The Daily Show",Comedy,149424,2613,80,https://www.youtube.com/watch?v=DJlam_Di9L8
380,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-13,Iran is the Toni Braxton of Geopolitics - Between the Scenes | The Daily Show,Comedy,288250,6404,95,https://www.youtube.com/watch?v=UbQqW57EL2w
381,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-13,"So Much News, So Little Time - The 2026 World Cup & Bill Clinton's Dodgy Interview | The Daily Show",Comedy,1427928,18499,643,https://www.youtube.com/watch?v=vZPBqQndkVY
382,The Daily Show with Trevor Noah,2016-05-26,4112972,1346060628,2018-06-12,Trump Hands a PR Victory to Kim Jong-un | The Daily Show,Comedy,1688551,25863,2049,https://www.youtube.com/watch?v=QSBoxW7Dc6Y
