,Artist,Scrape_Date,Search_Name,Joined,Subscribers,Total_Views,Published,Title,Category,Duration,Views,Likes,Dislikes,Paid,Family_Friendly,URL
0,THOUXANBAN FAUNI,2018-12-19 01:46:51.136488,testin,2016-10-31 00:00:00.000000,16577,2078504,2016-11-20 00:00:00.000000,THOUXANBANFAUNI  -   WOCK     (Official Music Video),Music,2.9833333333333334,943511,10543,192,False,True,https://www.youtube.com/watch?v=acuvSRiAMRc
1,THOUXANBAN FAUNI,2018-12-19 01:46:51.136488,testin,2016-10-31 00:00:00.000000,16577,2078504,2016-10-31 00:00:00.000000,THOUXANBANFAUNI  --   WHO U TESTIN   (Official Music Video),Music,3.716666666666667,1135008,16419,280,False,True,https://www.youtube.com/watch?v=IWTrzF7ptV8
